Date,Amount,Description,Balance,Subcategory,Category
2024-05-01,-15.76,Kensington Investment Chippendale AU,422.43,Rent,Living Expenses
2024-05-01,-21.8,SQ *ENJOY MIE Ultimo AU,438.19,Restaurants,Food
2024-04-30,-28.09,Zhangliang spicy hotp Haymarket AU,459.99,Restaurants,Food
2024-04-30,-0.46,International Transaction Fee Value Date: 26/04/2024,488.08,Student Fees,Education
2024-04-30,-15.41,WWW.SYMBOLAB.COM REDWOOD CITY CA USA Card xx1037 USD 9.99 Value Date: 26/04/2024,488.54,Online Subscriptions,Technology and Services
2024-04-30,-29.0,APPLE R523 BROADWAY ULTIMO NS AUS Card xx1037 Value Date: 26/04/2024,503.95,Apple,Technology and Services
2024-04-30,-12.99,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 25/04/2024,532.95,Apple,Technology and Services
2024-04-30,-1.02,International Transaction Fee Value Date: 26/04/2024,545.94,Student Fees,Education
2024-04-30,-33.93,CHATGPT SUBSCRIPTION SAN FRANCISCO CA USA Card xx1037 USD 22.00 Value Date: 26/04/2024,546.96,Online Subscriptions,Technology and Services
2024-04-30,-24.04,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 26/04/2024,580.89,Restaurants,Food
2024-04-30,-14.7,1342_Broadway_KFC Pyrmont AU AUS Card xx1037 Value Date: 26/04/2024,604.93,Restaurants,Food
2024-04-30,-46.01,PANCAKES ON THE ROCKS HAYMARKET AUS Card xx1037 Value Date: 25/04/2024,619.63,Restaurants,Food
2024-04-29,-41.47,FF Darling Harbour Sydney AU,665.64,Restaurants,Food
2024-04-28,-33.82,PEPPER LUNCH SYDNEY NSWAU,707.11,Restaurants,Food
2024-04-28,-7.5,ANDERSENS OF DENMARK ICE COOGEE NSW AU Card xx1037,740.93,Food and Beverage,Food
2024-04-28,-21.42,VE-SWEET PTY LTD LIDCOMBE NSW AU,748.43,Food and Beverage,Food
2024-04-27,-2.55,Zhangliang spicy hotp Haymarket AU,769.85,Restaurants,Food
2024-04-27,-24.28,Zhangliang spicy hotp Haymarket AU,772.4,Restaurants,Food
2024-04-27,-19.7,ICC Darling Harbour Sydney NS AUS Card xx1037 Value Date: 24/04/2024,796.68,Entertainment,Activities
2024-04-27,-0.23,International Transaction Fee Value Date: 24/04/2024,816.38,Student Fees,Education
2024-04-27,-7.77,A MEDIUM CORPORATION 4155085008 CA USA Card xx1037 USD 5.00 Value Date: 24/04/2024,816.61,Online Subscriptions,Technology and Services
2024-04-27,-47.0,SCRIMBA OSLO DU NOR Card xx1037 AUD 47.00 Value Date: 26/04/2024,824.38,Online Subscriptions,Technology and Services
2024-04-27,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 24/04/2024,871.38,Transport,Living Expenses
2024-04-26,-1098.0,Direct Debit 505091 IGLU NO205 PTY 66935,881.38,Rent,Living Expenses
2024-04-26,-0.5,SQ *ENJOY MIE Ultimo AU,1979.38,Restaurants,Food
2024-04-25,-10.5,TSG BROADWAY CHIPPENDALE NSW AU,1979.88,Food and Beverage,Food
2024-04-25,-6.84,STARBUCKS COFFEE B01 CHIPPENDALE AU,1990.38,Coffee,Food
2024-04-25,-15.8,ICC Darling Harbour Sydney NS AUS Card xx1037 Value Date: 23/04/2024,1997.22,Entertainment,Activities
2024-04-25,-23.01,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 23/04/2024,2013.02,Restaurants,Food
2024-04-25,-21.48,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 23/04/2024,2036.03,Apple,Technology and Services
2024-04-25,-4.5,PARRA GROUP PL PARRAMATTA AUS Card xx1037 Value Date: 22/04/2024,2057.51,Grocery,Food
2024-04-25,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 24/04/2024,2062.01,Transport,Living Expenses
2024-04-24,-12.19,SIBYS KEBAB AND PIDE P PARRAMATTA AU AUS Card xx1037 Value Date: 22/04/2024,2072.01,Grocery,Food
2024-04-24,-39.6,JORDANS SEAFOOD SYDNEY NS AUS Card xx1037 Value Date: 21/04/2024,2084.2,Restaurants,Food
2024-04-24,-18.25,PARRA GROUP PL PARRAMATTA AUS Card xx1037 Value Date: 22/04/2024,2123.8,Grocery,Food
2024-04-24,-1140.36,IGLU NO. 205 PTY LTD SYDNEY AUS Card xx1037 Value Date: 22/04/2024,2142.05,Rent,Living Expenses
2024-04-23,-45.0,UNI OF SYDNEY UNION,3282.41,Student Fees,Education
2024-04-23,-49.99,DYMOCKS SYDNEY SYDNEY AU,3327.41,Book,Education
2024-04-23,-28.3,MAPPEN 10 PTY LTD SYDNEY AU AUS Card xx1037 Value Date: 19/04/2024,3377.4,Restaurants,Food
2024-04-23,-13.95,1342_Broadway_KFC Pyrmont AU AUS Card xx1037 Value Date: 19/04/2024,3405.7,Restaurants,Food
2024-04-23,-11.95,1342_Broadway_KFC Pyrmont AU AUS Card xx1037 Value Date: 21/04/2024,3419.65,Restaurants,Food
2024-04-20,-9.0,TSG BROADWAY CHIPPENDALE NSW AU,3431.6,Food and Beverage,Food
2024-04-20,-29.33,HOLY BASIL DARLING SQUARE HAYMARK NSW AU Card xx1037,3440.6,Restaurants,Food
2024-04-20,-7.5,ANDERSENS OF DENMARK ICE COOGEE NSW AU Card xx1037,3469.93,Food and Beverage,Food
2024-04-20,-22.72,Zhangliang spicy hotp Haymarket AU,3477.43,Restaurants,Food
2024-04-20,-27.54,CONCRETE JUNGLE CHIPPENDALE NS AUS Card xx1037 Value Date: 18/04/2024,3500.15,Restaurants,Food
2024-04-19,-29.0,LANGUAGE ACADEMY,3527.69,Online Subscriptions,Technology and Services
2024-04-19,-8.08,NOODLES YOUR WAY SYDNEY AU AUS Card xx1037 Value Date: 17/04/2024,3556.69,Restaurants,Food
2024-04-18,-41.47,FF Darling Harbour Sydney AU,3564.77,Restaurants,Food
2024-04-18,-9.6,NOODLES YOUR WAY SYDNEY AU AUS Card xx1037 Value Date: 16/04/2024,3606.24,Restaurants,Food
2024-04-18,-21.9,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 15/04/2024,3615.84,Restaurants,Food
2024-04-17,-3.0,Provender Australia SilverwateNSWAU,3637.74,Vending Machine,Food
2024-04-17,-17.69,Zhangliang spicy hotp Haymarket AU,3640.74,Restaurants,Food
2024-04-17,-5.3,STARBUCKS COFFEE B00 SYDNEY AU,3658.43,Coffee,Food
2024-04-17,-35.0,TIMEZONE HAYMARKET AU Card xx1037,3663.73,Entertainment,Activities
2024-04-17,3185.0,IZMIRTA RACHMAN REF 2024041700014309,3698.73,Credit,Financial Transactions
2024-04-17,-23.63,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 15/04/2024,513.73,Restaurants,Food
2024-04-17,-21.21,SWEET TOWN ON GEORGE HAYMARKET NS AUS Card xx1037 Value Date: 14/04/2024,537.36,Restaurants,Food
2024-04-16,-8.8,STARBUCKS COFFEE B01 CHIPPENDALE AU,558.57,Coffee,Food
2024-04-16,-1.39,International Transaction Fee Value Date: 12/04/2024,567.37,Student Fees,Education
2024-04-16,-46.18,GRAMMARLY COMVNTKAE 8883186146 CA USA Card xx1037 USD 30.00 Value Date: 12/04/2024,568.76,Online Subscriptions,Technology and Services
2024-04-16,-28.2,MAPPEN 10 PTY LTD SYDNEY AU AUS Card xx1037 Value Date: 13/04/2024,614.94,Restaurants,Food
2024-04-16,-4.49,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 13/04/2024,643.14,Apple,Technology and Services
2024-04-16,-54.99,LinkedIn Pre 945089543 lnkd.in/bill AU AUS Card xx1037 Value Date: 14/04/2024,647.63,Online Subscriptions,Technology and Services
2024-04-16,-22.91,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 14/04/2024,702.62,Restaurants,Food
2024-04-15,-7.4,STARBUCKS COFFEE B01 CHIPPENDALE AU,725.53,Coffee,Food
2024-04-14,-8.2,STARBUCKS COFFEE B00 SYDNEY AU,732.93,Coffee,Food
2024-04-14,-15.4,MCDONALDS BROADWAY SYDNEY NSWAU,741.13,Restaurants,Food
2024-04-13,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 11/04/2024,756.53,Rent,Living Expenses
2024-04-13,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 11/04/2024,760.53,Rent,Living Expenses
2024-04-13,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 11/04/2024,764.53,Rent,Living Expenses
2024-04-13,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 11/04/2024,768.53,Rent,Living Expenses
2024-04-13,-121.2,MEDIBANK PHI DEBIT MELBOURNE AUS Card xx1037 Value Date: 11/04/2024,772.53,Student Fees,Education
2024-04-12,-21.33,Zhangliang spicy hotp Haymarket AU,893.73,Restaurants,Food
2024-04-12,-5.0,Unpaid Payment Fee Value Date: 11/04/2024,915.06,Debit,Financial Transactions
2024-04-12,1098.0,Return 11/04/24 Direct Debit 505091 IGLU NO205 PTY 66935 Value Date: 11/04/2024,920.06,Credit,Financial Transactions
2024-04-12,-21.5,GOLDEN TOWER P C PTY L HAYMARKET AU AUS Card xx1037 Value Date: 09/04/2024,-177.94,Restaurants,Food
2024-04-12,-0.09,International Transaction Fee Value Date: 09/04/2024,-156.44,Student Fees,Education
2024-04-12,-2.88,Google Storage Mountain View CA USA Card xx1037 IDR 29859.00 Value Date: 09/04/2024,-156.35,Online Subscriptions,Technology and Services
2024-04-12,-16.67,OZEKI BOWL Sydney NS AUS Card xx1037 Value Date: 10/04/2024,-153.47,Restaurants,Food
2024-04-11,-1098.0,Direct Debit 505091 IGLU NO205 PTY 66935,-136.8,Rent,Living Expenses
2024-04-11,-16.95,TSG BROADWAY CHIPPENDALE NSW AU,961.2,Food and Beverage,Food
2024-04-11,-14.73,Kensington Investment Chippendale AU,978.15,Rent,Living Expenses
2024-04-11,-16.44,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 09/04/2024,992.88,Restaurants,Food
2024-04-10,-20.8,ZLR*It's time for Thai Haymarket AU,1009.32,Restaurants,Food
2024-04-10,-7.5,ANDERSENS OF DENMARK ICE COOGEE NSW AU Card xx1037,1030.12,Food and Beverage,Food
2024-04-10,-3.4,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 07/04/2024,1037.62,Vending Machine,Food
2024-04-10,-3.0,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 07/04/2024,1041.02,Vending Machine,Food
2024-04-09,-7.3,STARBUCKS COFFEE B00 SYDNEY AU,1044.02,Coffee,Food
2024-04-09,-17.99,Canva,1051.32,Online Subscriptions,Technology and Services
2024-04-09,-54.4,SUSHI HUB SYDNEY SYDNEY NS AUS Card xx1037 Value Date: 04/04/2024,1069.31,Restaurants,Food
2024-04-09,-22.91,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 06/04/2024,1123.71,Restaurants,Food
2024-04-09,-21.98,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 07/04/2024,1146.62,Restaurants,Food
2024-04-09,-12.99,Spotify P2B38CC728 Sydney AU AUS Card xx1037 Value Date: 07/04/2024,1168.6,Online Subscriptions,Technology and Services
2024-04-08,-3.0,SIXPROGRESSION PTY LTD ULTIMO NSW AU,1181.59,Restaurants,Food
2024-04-08,-21.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,1184.59,Restaurants,Food
2024-04-08,-8.5,STARBUCKS COFFEE B01 CHIPPENDALE AU,1206.39,Coffee,Food
2024-04-07,-3.4,Provender Australia SilverwateNSWAU,1214.89,Vending Machine,Food
2024-04-07,-7.5,ANDERSENS OF DENMARK ICE COOGEE NSW AU Card xx1037,1218.29,Food and Beverage,Food
2024-04-07,-3.4,Provender Australia SilverwateNSWAU,1225.79,Vending Machine,Food
2024-04-07,-3.4,Provender Australia SilverwateNSWAU,1229.19,Vending Machine,Food
2024-04-06,-8.2,STARBUCKS COFFEE B00 SYDNEY AU,1232.59,Coffee,Food
2024-04-05,-116.48,Direct Debit 119218 Vodafone Aus A3-29c789010,1240.79,Mobile Services,Technology and Services
2024-04-05,-43.49,FF Darling Harbour Sydney AU,1357.27,Restaurants,Food
2024-04-05,-9.99,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 03/04/2024,1400.76,Apple,Technology and Services
2024-04-05,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 02/04/2024,1410.75,Food and Beverage,Food
2024-04-04,-12.12,NOODLES YOUR WAY SYDNEY AU AUS Card xx1037 Value Date: 02/04/2024,1418.25,Restaurants,Food
2024-04-04,-13.99,CRUNCHYROLL *AUD 415-503-9235 CA USA Card xx1037 AUD 13.99 Value Date: 02/04/2024,1430.37,Online Subscriptions,Technology and Services
2024-04-04,-39.99,COTTON ON MARKET CIT SYDNEY NS AUS Card xx1037 Value Date: 02/04/2024,1444.36,Shopping,Financial Transactions
2024-04-04,-80.0,AUTHENTICS FACTORY O HAYMARKET NS AUS Card xx1037 Value Date: 02/04/2024,1484.35,Shopping,Financial Transactions
2024-04-04,-25.4,TSG BROADWAY PTY LTD CHIPPENDALE AUS Card xx1037 Value Date: 30/03/2024,1564.35,Food and Beverage,Food
2024-04-04,-9.14,CARMEL DYER CONCESSI MAROUBRA NS AUS Card xx1037 Value Date: 31/03/2024,1589.75,Restaurants,Food
2024-04-04,-9.14,CARMEL DYER CONCESSI MAROUBRA NS AUS Card xx1037 Value Date: 31/03/2024,1598.89,Restaurants,Food
2024-04-03,-22.5,PMC GOLDEN TOWER PTY L HAYMARKET AU,1608.03,Restaurants,Food
2024-04-03,-28.3,MAPPEN 10 PTY LTD SYDNEY AU AUS Card xx1037 Value Date: 28/03/2024,1630.53,Restaurants,Food
2024-04-03,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 28/03/2024,1658.83,Rent,Living Expenses
2024-04-03,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 28/03/2024,1662.83,Rent,Living Expenses
2024-04-03,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 28/03/2024,1666.83,Rent,Living Expenses
2024-04-03,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 28/03/2024,1670.83,Rent,Living Expenses
2024-04-03,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 28/03/2024,1674.83,Rent,Living Expenses
2024-04-03,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 28/03/2024,1678.83,Rent,Living Expenses
2024-04-03,-47.35,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 29/03/2024,1682.83,Restaurants,Food
2024-04-03,-14.0,Carvery Catering Carlton VI AUS Card xx1037 Value Date: 31/03/2024,1730.18,Restaurants,Food
2024-04-03,-33.48,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 30/03/2024,1744.18,Apple,Technology and Services
2024-04-03,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 30/03/2024,1777.66,Food and Beverage,Food
2024-04-03,-36.57,RES*Sydney Royal East Sydney Olympi AU AUS Card xx1037 Value Date: 31/03/2024,1785.16,Events,Activities
2024-04-03,-95.5,TM *TICKETMASTERAU Melbourne AU AUS Card xx1037 Value Date: 29/03/2024,1821.73,Events,Activities
2024-04-03,-21.4,WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 01/04/2024,1917.23,Grocery,Food
2024-04-03,-29.99,ADOBE ADOBE.LY/ENAU AU AUS Card xx1037 Value Date: 01/04/2024,1938.63,Online Subscriptions,Technology and Services
2024-04-03,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 31/03/2024,1968.62,Transport,Living Expenses
2024-04-02,-8.8,STARBUCKS COFFEE B01 CHIPPENDALE AU,1978.62,Coffee,Food
2024-04-01,-35.37,Zhangliang spicy hotp Haymarket AU,1987.42,Restaurants,Food
2024-04-01,-9.43,STARBUCKS COFFEE B00 SYDNEY AU,2022.79,Coffee,Food
2024-03-31,45.0,Fast Transfer From ALTAF DIKRI Ticket Easter Show,2032.22,Credit,Financial Transactions
2024-03-31,-30.45,NXT*Easter Show Sendrat CarnegieVI AU,1987.22,Events,Activities
2024-03-31,-36.54,NXT*Easter Show Sendrat CarnegieVI AU,2017.67,Events,Activities
2024-03-31,-19.28,SQ *BIANCO DOME Sydney Olympi AU,2054.21,Events,Activities
2024-03-31,-18.27,SQ *ACE ATTRACTIONS Sydney Olympi AU,2073.49,Events,Activities
2024-03-31,-14.0,SQ *SPECIAL EVENTS & V Sydney Olympi AU,2091.76,Events,Activities
2024-03-30,-60.1,HURRICANES GRILL CIRCU SYDNEY AU Card xx1037,2105.76,Restaurants,Food
2024-03-29,-25.26,Zhangliang spicy hotp Haymarket AU,2165.86,Restaurants,Food
2024-03-29,-30.0,SQ *PEKO PEKO ?????? Darlington NS AUS Card xx1037 Value Date: 27/03/2024,2191.12,Restaurants,Food
2024-03-28,-15.4,MCDONALDS BROADWAY SYDNEY NSWAU Value Date: 29/03/2024,2221.12,Restaurants,Food
2024-03-28,-1098.0,Direct Debit 505091 IGLU NO205 PTY 66935,2236.52,Rent,Living Expenses
2024-03-28,-26.3,MAPPEN 10 PTY LTD SYDNEY AU AUS Card xx1037 Value Date: 26/03/2024,3334.52,Restaurants,Food
2024-03-28,-0.46,International Transaction Fee Value Date: 26/03/2024,3360.82,Student Fees,Education
2024-03-28,-15.36,WWW.SYMBOLAB.COM REDWOOD CITY CA USA Card xx1037 USD 9.99 Value Date: 26/03/2024,3361.28,Online Subscriptions,Technology and Services
2024-03-28,-15.4,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 26/03/2024,3376.64,Restaurants,Food
2024-03-28,-3.4,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 25/03/2024,3392.04,Vending Machine,Food
2024-03-28,-169.0,JB HI FI STRAND ARCA SYDNEY NS AUS Card xx1037 Value Date: 25/03/2024,3395.44,Shopping,Financial Transactions
2024-03-28,-21.48,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 25/03/2024,3564.44,Apple,Technology and Services
2024-03-28,-1.01,International Transaction Fee Value Date: 26/03/2024,3585.92,Student Fees,Education
2024-03-28,-33.82,CHATGPT SUBSCRIPTION SAN FRANCISCO CA USA Card xx1037 USD 22.00 Value Date: 27/03/2024,3586.93,Online Subscriptions,Technology and Services
2024-03-27,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,3620.75,Coffee,Food
2024-03-27,-75.0,FRIENDS & FAMILY SALONS CHIPPENDA NSW AU,3628.65,Salon,Personal Care
2024-03-27,-47.0,SCRIMBA OSLO DU NOR Card xx1037 AUD 47.00 Value Date: 26/03/2024,3703.65,Online Subscriptions,Technology and Services
2024-03-26,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,3750.65,Coffee,Food
2024-03-26,3225.0,IZMIRTA RACHMAN REF 2024032600012378,3758.55,Credit,Financial Transactions
2024-03-26,-20.05,HUNGER KEBAB PTY LTD ULTIMO NS AUS Card xx1037 Value Date: 21/03/2024,533.55,Restaurants,Food
2024-03-26,-13.11,SMP*Mae Ong Thai Glebe AU AUS Card xx1037 Value Date: 23/03/2024,553.6,Restaurants,Food
2024-03-26,-3.03,OFF BROADWAY HOTEL Ultimo AU AUS Card xx1037 Value Date: 23/03/2024,566.71,Food and Beverage,Food
2024-03-26,-3.03,OFF BROADWAY HOTEL Ultimo AU AUS Card xx1037 Value Date: 23/03/2024,569.74,Food and Beverage,Food
2024-03-26,-3.4,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 24/03/2024,572.77,Vending Machine,Food
2024-03-26,-0.23,International Transaction Fee Value Date: 24/03/2024,576.17,Student Fees,Education
2024-03-26,-7.68,A MEDIUM CORPORATION 4155085008 CA USA Card xx1037 USD 5.00 Value Date: 25/03/2024,576.4,Online Subscriptions,Technology and Services
2024-03-25,-3.4,Provender Australia SilverwateNSWAU,584.08,Vending Machine,Food
2024-03-25,-3.0,Provender Australia SilverwateNSWAU,587.48,Vending Machine,Food
2024-03-25,-7.5,ROYAL COPENHAGEN CIR SYDNEY AU Card xx1037,590.48,Food and Beverage,Food
2024-03-25,-43.49,FF Darling Harbour Sydney AU,597.98,Restaurants,Food
2024-03-24,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,641.47,Coffee,Food
2024-03-24,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,649.37,Coffee,Food
2024-03-24,-14.73,Kensington Investment Chippendale AU,657.27,Rent,Living Expenses
2024-03-24,-3.4,Provender Australia SilverwateNSWAU,672.0,Vending Machine,Food
2024-03-24,-3.4,Provender Australia SilverwateNSWAU,675.4,Vending Machine,Food
2024-03-23,-3.0,Provender Australia SilverwateNSWAU,678.8,Vending Machine,Food
2024-03-23,-35.0,TIMEZONE HAYMARKET AU Card xx1037,681.8,Entertainment,Activities
2024-03-23,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,716.8,Coffee,Food
2024-03-22,-15.4,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 20/03/2024,724.7,Restaurants,Food
2024-03-22,-23.01,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 20/03/2024,740.1,Restaurants,Food
2024-03-21,-30.74,PEPPER LUNCH SYDNEY NSWAU,763.11,Restaurants,Food
2024-03-21,-14.9,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 19/03/2024,793.85,Restaurants,Food
2024-03-21,-20.05,HUNGER KEBAB PTY LTD ULTIMO NS AUS Card xx1037 Value Date: 18/03/2024,808.75,Restaurants,Food
2024-03-21,-20.96,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 19/03/2024,828.8,Restaurants,Food
2024-03-20,-21.21,SWEET TOWN ON GEORGE HAYMARKET NS AUS Card xx1037 Value Date: 16/03/2024,849.76,Restaurants,Food
2024-03-20,-11.0,TSG BROADWAY PTY LTD CHIPPENDALE AUS Card xx1037 Value Date: 16/03/2024,870.97,Food and Beverage,Food
2024-03-19,-29.0,LANGUAGE ACADEMY,881.97,Online Subscriptions,Technology and Services
2024-03-19,-14.9,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 15/03/2024,910.97,Restaurants,Food
2024-03-19,-28.25,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 15/03/2024,925.87,Restaurants,Food
2024-03-17,-15.2,MCDONALDS BROADWAY SYDNEY NSWAU,954.12,Restaurants,Food
2024-03-17,-28.38,Zhangliang spicy hotp Haymarket AU,969.32,Restaurants,Food
2024-03-16,-14.9,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 14/03/2024,997.7,Restaurants,Food
2024-03-16,-54.99,LinkedIn Pre 933640970 lnkd.in/bill AU AUS Card xx1037 Value Date: 14/03/2024,1012.6,Online Subscriptions,Technology and Services
2024-03-16,-24.14,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 13/03/2024,1067.59,Restaurants,Food
2024-03-16,-27.53,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 14/03/2024,1091.73,Restaurants,Food
2024-03-15,-4.49,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 13/03/2024,1119.26,Apple,Technology and Services
2024-03-14,-1098.0,Direct Debit 505091 IGLU NO205 PTY 66935,1123.75,Rent,Living Expenses
2024-03-14,-9.15,HQD TOBACCO STATION PT HAYMARKET AU AUS Card xx1037 Value Date: 11/03/2024,2221.75,Food and Beverage,Food
2024-03-14,-1.37,International Transaction Fee Value Date: 12/03/2024,2230.9,Student Fees,Education
2024-03-14,-45.5,GRAMMARLY CO7LUX4XN 8883186146 CA USA Card xx1037 USD 30.00 Value Date: 12/03/2024,2232.27,Online Subscriptions,Technology and Services
2024-03-13,-13.13,Andiamo Kensington St Chippendale AU,2277.77,Restaurants,Food
2024-03-13,-19.54,HUNGER KEBAB PTY LTD ULTIMO NS AUS Card xx1037 Value Date: 10/03/2024,2290.9,Restaurants,Food
2024-03-13,-198.0,UNIVERSITY OF SYDNEY UNIVERSITY OF NS AUS Card xx1037 Value Date: 08/03/2024,2310.44,Student Fees,Education
2024-03-13,-113.0,MEDIBANK PHI DEBIT MELBOURNE AUS Card xx1037 Value Date: 11/03/2024,2508.44,Student Fees,Education
2024-03-13,-16.3,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 11/03/2024,2621.44,Restaurants,Food
2024-03-13,-16.3,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 10/03/2024,2637.74,Restaurants,Food
2024-03-13,-15.2,MCDONALDS BROADWAY SYDNEY NSWAU,2654.04,Restaurants,Food
2024-03-12,-48.55,FF Darling Harbour Sydney AU,2669.24,Restaurants,Food
2024-03-12,-0.09,International Transaction Fee Value Date: 09/03/2024,2717.79,Student Fees,Education
2024-03-12,-2.9,Google Storage Mountain View CA USA Card xx1037 IDR 29859.00 Value Date: 09/03/2024,2717.88,Online Subscriptions,Technology and Services
2024-03-12,-21.81,PANCAKES ON THE ROCKS HAYMARKET NS AUS Card xx1037 Value Date: 10/03/2024,2720.78,Restaurants,Food
2024-03-12,-7.5,ANDERSEN'S OF DENMAR COOGEE NS AUS Card xx1037 Value Date: 09/03/2024,2742.59,Food and Beverage,Food
2024-03-12,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 09/03/2024,2750.09,Transport,Living Expenses
2024-03-11,-43.49,FF Darling Harbour Sydney AU,2760.09,Restaurants,Food
2024-03-10,-3.0,Provender Australia SilverwateNSWAU,2803.58,Vending Machine,Food
2024-03-09,-6.0,Transfer To - SUMARTO PayID Phone from CommBank App Payment Farros,2806.58,Events,Activities
2024-03-09,-17.99,Canva,2812.58,Online Subscriptions,Technology and Services
2024-03-09,-13.95,TB_Haymarket_3114 Pyrmont AU AUS Card xx1037 Value Date: 07/03/2024,2830.57,Restaurants,Food
2024-03-09,-12.99,Spotify P2A68C86F3 Sydney AU AUS Card xx1037 Value Date: 07/03/2024,2844.52,Online Subscriptions,Technology and Services
2024-03-08,-100.0,SQ *TEENAGE FAN CLUB Sydney AU,2857.51,Events,Activities
2024-03-08,-14.7,STARBUCKS COFFEE B01 CHIPPENDALE AU,2957.51,Coffee,Food
2024-03-08,-21.11,Hakatamon Ramen Haymarket AU,2972.21,Restaurants,Food
2024-03-08,-19.1,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 06/03/2024,2993.32,Restaurants,Food
2024-03-08,-106.0,TICKETEK PTY LTD WEB SYDNEY AUS Card xx1037 Value Date: 07/03/2024,3012.42,Events,Activities
2024-03-07,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,3118.42,Coffee,Food
2024-03-07,-5.89,Kensington Investment Chippendale AU,3126.32,Rent,Living Expenses
2024-03-07,-14.73,Kensington Investment Chippendale AU,3132.21,Rent,Living Expenses
2024-03-06,-116.48,Direct Debit 119218 Vodafone Aus A3-295841015,3146.94,Mobile Services,Technology and Services
2024-03-06,-15.16,SQ *JOE'S ICE CREAM The Rocks AU,3263.42,Food and Beverage,Food
2024-03-06,-38.44,FF Darling Harbour Sydney AU,3278.58,Restaurants,Food
2024-03-06,-8.45,TSG BROADWAY PTY LTD CHIPPENDALE AUS Card xx1037 Value Date: 02/03/2024,3317.02,Food and Beverage,Food
